id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_cd
203901,Manhattan,40.76922,-73.95648,Entire home/apt,190,30,8,0.06,1,0,144.0
204065,Brooklyn,40.687,-73.96149,Entire home/apt,398,2,106,0.76,2,362,107.0
248966,Brooklyn,40.69913,-73.93107,Private room,82,30,43,0.33,2,365,104.0
249414,Manhattan,40.73273,-74.00041,Entire home/apt,246,4,6,0.07,1,0,118.0
205485,Brooklyn,40.68339,-73.94034,Entire home/apt,185,3,151,1.08,1,259,108.0
205867,Brooklyn,40.72002,-73.94238,Entire home/apt,120,4,131,0.99,1,69,87.0
287397,Brooklyn,40.69049,-73.93212,Entire home/apt,75,30,52,0.38,2,164,108.0
249618,Manhattan,40.85099,-73.92822,Private room,125,60,4,0.04,1,0,119.0
287408,Manhattan,40.76198,-73.99361,Entire home/apt,181,10,76,0.57,1,24,137.0
206316,Brooklyn,40.6878,-73.97253,Entire home/apt,157,30,4,0.06,1,0,80.0
249867,Brooklyn,40.68532,-73.91881,Private room,100,30,7,0.05,4,365,81.0
206772,Brooklyn,40.7125,-73.96598,Entire home/apt,210,30,44,0.32,1,301,98.0
250323,Manhattan,40.71643,-73.99931,Entire home/apt,122,30,49,0.38,1,0,136.0
206957,Brooklyn,40.5847,-73.94088,Private room,72,14,129,0.92,2,87,79.0
287845,Brooklyn,40.67933,-73.995,Entire home/apt,289,30,128,0.94,1,303,106.0
250536,Manhattan,40.81146,-73.94469,Private room,125,30,11,0.08,2,365,154.0
208148,Brooklyn,40.71955,-73.95471,Entire home/apt,185,30,14,0.1,1,0,98.0
250537,Manhattan,40.81128,-73.9433,Entire home/apt,400,30,0,0.0,2,365,154.0
208889,Brooklyn,40.69049,-73.93212,Entire home/apt,75,30,60,0.43,2,208,108.0
288726,Manhattan,40.719,-73.99764,Private room,109,4,60,0.47,1,0,147.0
251277,Manhattan,40.78615,-73.97394,Private room,189,2,188,1.37,1,317,124.0
289020,Manhattan,40.72976,-73.98684,Entire home/apt,188,30,15,0.12,1,0,156.0
209310,Queens,40.73877,-73.92557,Private room,64,7,293,2.19,1,202,200.0
252865,Brooklyn,40.67882,-73.97224,Private room,55,30,5,0.05,1,0,83.0
289665,Manhattan,40.72864,-74.00453,Entire home/apt,450,20,157,1.15,1,0,157.0
253332,Brooklyn,40.66178,-73.99178,Entire home/apt,268,5,14,0.1,1,0,109.0
253590,Manhattan,40.79846,-73.96512,Private room,205,30,23,0.2,1,173,133.0
213330,Manhattan,40.71724,-73.99054,Private room,210,10,49,0.52,1,344,136.0
292121,Manhattan,40.76387,-73.98742,Entire home/apt,157,30,6,0.06,2,187,137.0
292324,Manhattan,40.76314,-73.9868,Private room,80,30,6,0.05,1,87,137.0
292637,Brooklyn,40.67452,-73.96174,Entire home/apt,100,30,0,0.0,1,0,83.0
216080,Brooklyn,40.69061,-73.97346,Private room,179,2,149,1.07,2,293,80.0
292800,Manhattan,40.73431,-74.00225,Entire home/apt,161,75,115,0.86,1,92,130.0
217580,Brooklyn,40.61933,-74.03208,Entire home/apt,85,60,11,0.08,1,358,61.0
253988,Brooklyn,40.68604,-73.9697,Private room,160,7,3,0.16,1,12,80.0
254409,Brooklyn,40.68136,-73.9654,Entire home/apt,110,1,2,0.02,1,0,107.0
218358,Manhattan,40.80592,-73.95172,Private room,70,30,28,0.28,1,364,151.0
294250,Manhattan,40.77702,-73.97904,Entire home/apt,150,6,132,0.99,1,2,124.0
255476,Brooklyn,40.71134819720268,-73.95338679325236,Private room,93,14,39,0.48,2,61,98.0
295231,Brooklyn,40.70951,-73.95015,Private room,63,30,1,0.01,2,0,98.0
255601,Brooklyn,40.69101,-73.95018,Entire home/apt,225,3,228,1.66,1,297,108.0
295998,Manhattan,40.79131,-73.9694,Entire home/apt,300,30,55,0.46,1,39,132.0
219066,Brooklyn,40.61943,-73.99232,Entire home/apt,110,10,30,0.22,1,249,46.0
255957,Manhattan,40.72032,-73.99462,Entire home/apt,495,30,29,0.21,2,339,147.0
219922,Manhattan,40.81553,-73.95438,Private room,90,30,37,0.28,1,59,154.0
220563,Brooklyn,40.68788,-73.95014,Private room,75,30,59,0.42,3,0,108.0
296361,Queens,40.73849,-73.87232,Private room,59,30,63,0.55,2,0,203.0
296717,Brooklyn,40.68907,-73.95384,Private room,55,7,21,0.16,4,106,108.0
257097,Brooklyn,40.68278,-73.95549,Entire home/apt,193,30,38,0.28,1,253,108.0
298759,Brooklyn,40.68435,-73.94825,Private room,55,30,43,0.34,3,319,108.0
299062,Manhattan,40.77433,-73.95339,Private room,120,30,0,0.0,2,0,144.0
222304,Manhattan,40.7401,-74.00019,Entire home/apt,149,30,35,0.25,1,30,158.0
222913,Manhattan,40.71254,-73.98352,Entire home/apt,220,30,230,1.68,1,365,136.0
258688,Manhattan,40.74024,-74.00584,Entire home/apt,375,4,57,0.42,1,0,130.0
223930,Brooklyn,40.67319,-73.96804,Entire home/apt,150,30,21,0.15,1,363,55.0
299531,Brooklyn,40.66646,-73.89254,Entire home/apt,95,30,147,1.13,2,360,69.0
258690,Manhattan,40.74642,-74.00411,Entire home/apt,195,365,10,0.08,1,0,158.0
301372,Brooklyn,40.6857,-73.97388,Private room,45,30,27,0.35,1,0,80.0
224004,Manhattan,40.80529,-73.95307,Private room,100,30,69,0.5,1,88,151.0
258740,Manhattan,40.81847,-73.94623,Private room,58,1,143,1.5,1,0,154.0
302238,Manhattan,40.80752,-73.94778,Entire home/apt,282,30,7,0.05,10,307,151.0
258930,Manhattan,40.71517,-73.99376,Entire home/apt,95,30,4,0.03,1,0,136.0
350168,Brooklyn,40.67534,-73.98345,Entire home/apt,175,30,10,0.08,1,339,109.0
260672,Brooklyn,40.67516,-73.89233,Entire home/apt,125,30,45,0.33,2,302,89.0
352651,Brooklyn,40.66,-73.95203,Private room,83,5,11,0.08,3,186,57.0
302280,Manhattan,40.8058,-73.94759,Entire home/apt,200,30,10,0.08,10,257,151.0
302309,Manhattan,40.80528,-73.94742,Entire home/apt,300,30,6,0.05,10,272,151.0
302705,Manhattan,40.77298,-73.95813,Private room,60,30,2,0.05,1,193,114.0
261259,Manhattan,40.73146,-74.00448,Entire home/apt,145,7,11,0.08,1,0,130.0
302758,Manhattan,40.79675,-73.93634,Entire home/apt,150,7,12,0.09,1,80,153.0
261674,Manhattan,40.74101,-74.00006,Private room,95,30,20,0.19,1,0,158.0
303264,Manhattan,40.8073,-73.94575,Entire home/apt,225,30,7,0.05,10,343,151.0
353317,Manhattan,40.71481,-73.99059,Private room,110,30,161,1.21,1,178,136.0
261781,Manhattan,40.73221,-74.00448,Entire home/apt,375,30,8,0.07,1,0,130.0
262405,Brooklyn,40.6446,-73.94184,Entire home/apt,101,14,75,0.57,1,0,58.0
305211,Brooklyn,40.71453,-73.96091,Entire home/apt,230,4,320,2.45,1,159,98.0
262478,Manhattan,40.71881,-73.9879,Private room,120,30,11,0.17,1,0,156.0
305245,Manhattan,40.80557,-73.94801,Entire home/apt,395,30,9,0.07,10,345,151.0
355106,Brooklyn,40.66257,-73.95761,Private room,63,30,44,0.33,1,217,57.0
355563,Brooklyn,40.68461,-73.98984,Entire home/apt,500,30,0,0.0,3,332,106.0
262583,Manhattan,40.73219,-74.00289,Entire home/apt,361,4,249,1.82,1,86,157.0
306799,Brooklyn,40.70674,-73.91959,Private room,67,30,129,0.98,1,0,104.0
263005,Brooklyn,40.69643,-73.97698,Entire home/apt,151,30,128,0.94,1,40,103.0
310325,Manhattan,40.82359,-73.94601,Private room,75,30,34,0.26,2,365,154.0
364785,Brooklyn,40.67979,-73.97648,Private room,90,30,38,0.45,1,66,82.0
263502,Brooklyn,40.71838,-73.95617,Entire home/apt,185,180,24,0.18,1,365,98.0
310524,Brooklyn,40.69533,-73.96058,Private room,106,2,58,0.43,1,306,103.0
311356,Queens,40.70167,-73.90927,Private room,97,5,113,0.84,1,313,209.0
369409,Manhattan,40.75822,-73.96329,Private room,75,300,227,1.71,1,246,110.0
265506,Manhattan,40.7628,-73.9651,Entire home/apt,496,30,11,0.08,1,0,113.0
373618,Brooklyn,40.72038,-73.95885,Private room,221,2,111,0.84,2,89,98.0
266449,Manhattan,40.719482,-73.98877,Entire home/apt,165,30,77,0.58,1,365,156.0
314982,Manhattan,40.73216,-73.98678,Private room,96,5,166,1.24,1,221,156.0
266753,Manhattan,40.71941,-73.98968,Entire home/apt,250,3,91,0.7,3,1,156.0
378460,Manhattan,40.75855,-73.99189,Entire home/apt,110,31,17,0.13,3,256,137.0
380416,Brooklyn,40.67566,-73.97949,Entire home/apt,66,30,26,0.33,2,20,82.0
267435,Queens,40.73333,-73.85933,Private room,55,1,25,0.28,1,0,267.0
380730,Brooklyn,40.59556,-73.94998,Entire home/apt,50,30,3,0.04,1,0,79.0
318021,Manhattan,40.80272,-73.95316,Private room,110,3,80,0.63,1,136,150.0
267652,Brooklyn,40.64295,-73.97293,Private room,60,5,41,0.45,1,95,65.0
268481,Brooklyn,40.7154,-73.94028,Entire home/apt,150,30,1,0.01,1,0,98.0
319646,Queens,40.75537,-73.77159,Entire home/apt,110,3,26,1.61,1,322,235.0
385657,Brooklyn,40.70364,-73.93484,Private room,70,9,2,0.02,1,0,98.0
268868,Manhattan,40.75048,-74.00134,Entire home/apt,250,4,94,0.69,1,9,158.0
385824,Bronx,40.88095,-73.91701,Entire home/apt,151,2,124,1.49,1,332,5.0
320877,Brooklyn,40.71075,-73.95773,Entire home/apt,232,30,26,0.33,1,0,98.0
269283,Brooklyn,40.66385,-73.93229,Entire home/apt,50,30,33,0.27,2,186,56.0
321014,Manhattan,40.73231,-73.98469,Entire home/apt,275,5,18,0.14,1,0,156.0
386744,Manhattan,40.77,-73.95842,Private room,120,30,104,0.79,1,106,144.0
269404,Queens,40.76716,-73.91177,Private room,74,30,19,0.14,4,365,223.0
321136,Manhattan,40.83249,-73.94466,Entire home/apt,136,4,64,0.49,1,23,135.0
464231,Brooklyn,40.68905,-73.9541,Private room,65,30,2,0.02,4,0,108.0
322037,Brooklyn,40.71923,-73.9582,Entire home/apt,250,30,282,2.12,1,298,98.0
386799,Manhattan,40.7616,-73.97715,Entire home/apt,250,3,116,0.88,1,0,123.0
465706,Manhattan,40.79903,-73.96297,Entire home/apt,197,3,10,0.33,2,155,133.0
387666,Manhattan,40.83521,-73.93836,Private room,99,30,10,0.18,1,177,135.0
466277,Brooklyn,40.71116,-73.94721,Entire home/apt,293,30,200,1.52,2,196,98.0
466457,Brooklyn,40.68928,-73.93908,Entire home/apt,177,30,295,2.29,1,249,108.0
324800,Brooklyn,40.71376,-73.94326,Entire home/apt,160,30,25,0.19,1,0,98.0
467569,Manhattan,40.71937,-73.98387,Entire home/apt,311,50,39,0.32,1,2,156.0
389482,Queens,40.71215,-73.81692,Private room,75,30,58,0.45,2,365,246.0
392948,Brooklyn,40.71009,-73.96604,Private room,30,30,14,0.2,2,313,98.0
325429,Manhattan,40.77534,-73.95106,Entire home/apt,139,4,142,1.07,1,260,144.0
467866,Manhattan,40.73054,-74.00613,Private room,100,2,228,1.74,1,26,130.0
470330,Brooklyn,40.71569,-73.93716,Private room,175,4,4,0.57,1,0,98.0
394111,Queens,40.71044,-73.81703,Private room,75,30,16,0.12,2,365,246.0
326832,Manhattan,40.77516,-73.9537,Entire home/apt,162,30,37,0.33,1,0,144.0
328040,Manhattan,40.74838,-73.98214,Entire home/apt,349,5,36,0.31,1,83,122.0
396636,Manhattan,40.82903,-73.94204,Entire home/apt,135,30,42,0.32,1,277,155.0
471712,Manhattan,40.80631,-73.95579,Private room,86,30,74,0.57,1,0,150.0
328744,Brooklyn,40.66763,-73.95836,Entire home/apt,195,2,117,0.88,5,197,56.0
397034,Manhattan,40.78221,-73.98357,Private room,126,30,25,0.19,1,365,124.0
471845,Brooklyn,40.68308,-73.94403,Entire home/apt,145,30,3,0.02,1,0,108.0
400039,Brooklyn,40.70267,-73.92716,Entire home/apt,130,30,53,0.43,1,0,104.0
332208,Brooklyn,40.72617,-73.95264,Private room,125,7,2,0.1,1,339,62.0
471914,Brooklyn,40.65958,-73.96118,Private room,110,30,13,0.11,1,365,57.0
403712,Manhattan,40.72968,-73.98687,Entire home/apt,300,30,6,0.05,1,0,156.0
474283,Manhattan,40.76425,-73.98475,Entire home/apt,111,30,0,0.0,1,0,137.0
404923,Brooklyn,40.64788,-73.97837,Entire home/apt,109,3,308,2.32,1,331,65.0
334607,Brooklyn,40.71529,-73.96032,Entire home/apt,200,30,52,0.39,1,0,98.0
476841,Brooklyn,40.67,-73.95128,Private room,87,1,139,1.06,1,205,83.0
342995,Manhattan,40.81319,-73.94194,Private room,120,6,90,0.68,1,114,154.0
476899,Manhattan,40.72682,-73.98372,Entire home/apt,180,2,21,0.16,1,1,156.0
343276,Manhattan,40.75622,-73.99455,Private room,101,5,177,1.35,2,42,137.0
476983,Manhattan,40.8239,-73.94242,Private room,57,29,629,4.83,2,18,155.0
407469,Brooklyn,40.68879,-73.91635,Private room,75,31,116,0.88,5,0,81.0
478053,Manhattan,40.71101,-73.99518,Private room,207,2,73,0.56,1,139,136.0
408491,Manhattan,40.73633,-73.99925,Entire home/apt,145,30,0,0.0,1,0,130.0
343971,Manhattan,40.83243,-73.94817,Private room,200,1,56,0.43,1,179,128.0
478832,Brooklyn,40.6748,-74.00032,Entire home/apt,150,30,2,0.02,1,0,105.0
408983,Brooklyn,40.65975,-73.9572,Entire home/apt,315,5,124,0.94,1,236,57.0
409262,Brooklyn,40.68561,-73.98919,Entire home/apt,274,30,33,0.25,3,365,106.0
479002,Brooklyn,40.68687,-73.97074,Entire home/apt,464,5,66,0.92,1,46,80.0
344092,Brooklyn,40.64368,-74.02102,Entire home/apt,70,18,19,0.14,1,0,91.0
346579,Manhattan,40.71932,-73.98364,Entire home/apt,135,150,4,0.03,1,154,156.0
483414,Brooklyn,40.68476,-73.94867,Private room,49,30,24,0.18,3,364,108.0
545651,Brooklyn,40.66051,-73.95078,Private room,76,4,19,0.15,3,4,67.0
411918,Brooklyn,40.67128,-73.94307,Entire home/apt,200,5,165,1.27,3,121,83.0
484297,Brooklyn,40.68375,-73.96458,Entire home/apt,375,30,12,0.09,1,0,107.0
413504,Brooklyn,40.71294,-73.94461,Private room,152,4,166,1.26,1,55,98.0
484312,Brooklyn,40.66029,-73.98566,Entire home/apt,300,2,58,0.55,1,31,109.0
415304,Manhattan,40.73161,-73.98484,Entire home/apt,175,30,1,0.01,1,0,156.0
546383,Queens,40.75485,-73.81795,Private room,65,2,586,4.5,2,90,230.0
484728,Brooklyn,40.61211,-74.03451,Entire home/apt,105,30,4,0.04,1,0,61.0
489018,Manhattan,40.72484,-73.98242,Entire home/apt,185,31,64,0.5,1,0,156.0
548184,Brooklyn,40.72515,-73.95153,Private room,199,30,0,0.0,1,0,62.0
490278,Manhattan,40.75675,-73.96653,Entire home/apt,499,30,30,0.23,1,83,139.0
416557,Brooklyn,40.72292,-73.94577,Entire home/apt,100,30,48,0.38,1,211,87.0
491123,Brooklyn,40.67379,-73.96623,Private room,126,2,194,1.62,1,356,55.0
417685,Brooklyn,40.66481,-73.97776,Entire home/apt,180,2,313,2.47,1,124,55.0
419373,Brooklyn,40.68849,-73.94224,Entire home/apt,90,2,224,1.72,1,63,108.0
549873,Manhattan,40.72594,-73.98219,Entire home/apt,90,30,5,0.05,1,0,156.0
550653,Brooklyn,40.66014,-73.98311,Private room,56,60,6,0.1,1,363,82.0
491529,Brooklyn,40.67219,-73.97672,Entire home/apt,285,30,59,0.57,1,0,82.0
491942,Manhattan,40.79058,-73.97367,Entire home/apt,199,30,24,0.19,1,0,132.0
419792,Manhattan,40.71811,-73.98478,Entire home/apt,275,7,5,0.08,1,0,156.0
423015,Brooklyn,40.68877,-73.95408,Private room,35,20,36,0.34,4,57,108.0
423275,Queens,40.76456,-73.91749,Entire home/apt,150,30,45,0.34,1,363,223.0
492785,Brooklyn,40.68657,-73.96262,Entire home/apt,250,30,72,0.55,1,340,107.0
552502,Brooklyn,40.67808,-73.9573,Private room,99,30,17,0.13,1,58,107.0
492810,Queens,40.76763,-73.77003,Entire home/apt,125,30,9,0.12,1,138,330.0
552639,Manhattan,40.81711,-73.94736,Entire home/apt,141,2,145,1.33,2,153,154.0
553872,Manhattan,40.82193,-73.94175,Private room,120,2,18,0.14,2,90,154.0
430427,Manhattan,40.83559,-73.94095,Private room,40,30,13,0.1,1,0,135.0
494296,Brooklyn,40.68705,-74.00002,Private room,75,30,0,0.0,1,0,106.0
430665,Manhattan,40.79288,-73.9642,Entire home/apt,250,30,8,0.06,1,0,133.0
431865,Manhattan,40.834026,-73.939507,Entire home/apt,332,4,97,0.95,2,312,135.0
553903,Manhattan,40.822964,-73.942474,Private room,130,2,59,0.46,2,90,154.0
557487,Brooklyn,40.72378,-73.947,Entire home/apt,114,7,24,0.19,1,0,87.0
560078,Manhattan,40.72369,-73.97849,Entire home/apt,240,3,127,1.0,1,84,156.0
432090,Queens,40.7464,-73.94807,Private room,50,30,69,0.52,1,0,311.0
432823,Brooklyn,40.67634,-73.97666,Entire home/apt,482,3,7,1.02,2,360,82.0
496166,Brooklyn,40.66609,-73.98472,Entire home/apt,254,5,17,0.19,1,78,109.0
433218,Brooklyn,40.67793,-73.9702,Entire home/apt,130,30,49,0.37,1,0,83.0
433414,Brooklyn,40.68566,-73.96781,Entire home/apt,135,30,107,0.82,1,122,80.0
563442,Manhattan,40.7359,-74.00128,Entire home/apt,197,30,29,0.23,1,0,130.0
564649,Manhattan,40.73864,-73.98187,Entire home/apt,200,60,39,0.3,1,0,161.0
498052,Brooklyn,40.71493,-73.96106,Private room,125,2,193,1.49,1,49,98.0
565814,Brooklyn,40.68257,-73.93713,Private room,40,30,1,0.01,1,0,108.0
433914,Brooklyn,40.67321943057468,-73.8810864659663,Entire home/apt,86,30,64,0.49,1,309,89.0
499249,Brooklyn,40.70528,-73.95756,Private room,190,30,1,0.01,1,0,98.0
437352,Brooklyn,40.66902,-73.98884,Entire home/apt,120,89,20,0.15,1,218,109.0
566712,Manhattan,40.72583,-73.97819,Private room,59,30,140,1.1,1,0,156.0
500886,Brooklyn,40.69026,-73.92794,Private room,99,4,141,1.11,2,365,108.0
568661,Brooklyn,40.70783,-73.92071,Entire home/apt,90,90,59,0.47,1,309,104.0
437906,Manhattan,40.72843,-73.98014,Entire home/apt,350,30,4,0.04,1,0,156.0
438513,Brooklyn,40.65712,-73.96105,Entire home/apt,130,4,138,1.05,1,20,57.0
501041,Manhattan,40.78585,-73.9767,Private room,250,5,3,0.1,2,0,124.0
568684,Brooklyn,40.70073,-73.92245,Entire home/apt,115,370,6,0.05,1,0,104.0
568743,Manhattan,40.72648,-73.98712,Entire home/apt,296,2,375,2.91,3,225,156.0
439750,Brooklyn,40.71559,-73.94289,Private room,55,150,10,0.08,1,218,98.0
439870,Brooklyn,40.66943,-73.98188,Entire home/apt,495,70,2,0.05,1,194,82.0
503585,Brooklyn,40.6846,-73.95822,Entire home/apt,200,2,7,0.06,1,11,107.0
442636,Queens,40.699,-73.90295,Entire home/apt,75,30,330,2.5,1,30,213.0
442649,Manhattan,40.74567,-73.99991,Entire home/apt,125,30,11,0.08,1,0,158.0
570797,Manhattan,40.76119,-73.99225,Private room,100,30,20,0.16,3,287,137.0
504322,Manhattan,40.73034,-74.00056,Entire home/apt,175,30,21,0.16,1,0,157.0
571564,Brooklyn,40.67432,-73.94744,Private room,102,30,127,0.99,3,332,83.0
504362,Brooklyn,40.67707,-73.97062,Entire home/apt,304,30,83,0.64,1,87,55.0
504437,Manhattan,40.72103,-73.98835,Entire home/apt,84,30,66,0.52,2,2,156.0
573612,Manhattan,40.81273,-73.95091,Private room,99,1,179,1.39,2,0,154.0
443646,Manhattan,40.78935,-73.97225,Entire home/apt,160,30,41,0.31,1,76,132.0
444171,Brooklyn,40.68835,-73.92785,Entire home/apt,199,14,7,0.06,2,90,108.0
444430,Bronx,40.81081,-73.9237,Private room,52,30,23,0.18,1,0,41.0
505231,Manhattan,40.77968,-73.95197,Private room,80,30,1,0.01,1,0,145.0
447766,Manhattan,40.73958,-73.98143,Private room,101,30,1,0.01,1,310,161.0
448011,Brooklyn,40.68884,-73.9644,Entire home/apt,176,2,4,0.94,1,40,80.0
449034,Brooklyn,40.71811,-73.95456,Private room,78,60,163,1.24,2,333,98.0
573671,Brooklyn,40.68634,-73.95055,Private room,69,30,48,0.45,12,340,108.0
505315,Brooklyn,40.69204,-73.90661,Private room,84,2,52,0.43,1,0,81.0
576227,Manhattan,40.82274,-73.95408,Private room,79,1,5,0.04,2,0,128.0
449660,Brooklyn,40.64885,-73.97453,Private room,80,30,127,0.96,1,365,65.0
505581,Manhattan,40.80009,-73.95107,Entire home/apt,115,7,26,0.22,1,3,149.0
450577,Manhattan,40.7769,-73.97671,Entire home/apt,339,5,122,0.93,1,228,124.0
576916,Manhattan,40.7967,-73.97201,Entire home/apt,165,30,4,0.03,1,0,126.0
507393,Brooklyn,40.68567,-73.94865,Private room,49,30,60,0.47,3,354,108.0
452068,Brooklyn,40.64321,-73.97137,Entire home/apt,200,30,3,0.03,1,0,65.0
511960,Manhattan,40.73044,-73.98683,Entire home/apt,160,30,15,0.12,1,0,156.0
452093,Manhattan,40.74899,-73.98019,Private room,119,3,1,0.01,1,13,122.0
452541,Brooklyn,40.66053,-73.98246,Entire home/apt,159,3,188,1.44,1,237,82.0
453094,Brooklyn,40.68818,-73.96383,Private room,90,2,458,3.47,2,352,80.0
578267,Manhattan,40.71271,-73.99534,Private room,98,30,45,0.35,1,4,136.0
579251,Brooklyn,40.69174,-73.92276,Entire home/apt,125,30,26,0.2,1,0,81.0
512022,Manhattan,40.7211,-73.98271,Entire home/apt,200,5,33,0.26,1,97,156.0
453255,Manhattan,40.71776,-73.98486,Entire home/apt,240,7,17,0.13,1,0,156.0
453317,Brooklyn,40.69039,-73.95418,Private room,59,6,7,0.05,4,0,108.0
512209,Brooklyn,40.69923,-73.99402,Entire home/apt,950,4,64,0.49,1,0,45.0
513343,Brooklyn,40.67604,-73.96865,Entire home/apt,125,30,1,0.01,1,285,55.0
454334,Manhattan,40.81669,-73.94267,Private room,65,30,3,0.02,1,0,154.0
454763,Manhattan,40.86667,-73.91813,Entire home/apt,99,30,11,0.11,1,353,120.0
580323,Manhattan,40.7905,-73.94685,Private room,55,4,67,0.52,1,0,148.0
581180,Brooklyn,40.68031,-73.96336,Entire home/apt,179,30,92,0.71,1,52,107.0
513688,Brooklyn,40.68607,-73.98074,Entire home/apt,340,5,226,1.74,1,16,106.0
581488,Brooklyn,40.71583,-73.96277,Entire home/apt,282,30,34,0.28,1,0,98.0
455734,Manhattan,40.86909,-73.9239,Entire home/apt,119,2,163,1.27,1,130,120.0
514548,Brooklyn,40.69775,-73.92615,Entire home/apt,150,30,0,0.0,1,217,104.0
455801,Manhattan,40.80705,-73.95202,Private room,100,8,109,0.83,3,0,151.0
582372,Queens,40.77266,-73.92268,Private room,69,365,23,0.18,1,278,181.0
583352,Manhattan,40.72326,-73.97969,Entire home/apt,120,60,5,0.04,1,0,156.0
517626,Brooklyn,40.71596,-73.94245,Private room,95,1,10,0.08,1,0,98.0
456457,Manhattan,40.73143,-74.00105,Entire home/apt,315,30,7,0.05,1,0,157.0
456578,Manhattan,40.85209,-73.93941,Private room,100,30,1,0.01,1,87,117.0
517654,Queens,40.70499,-73.90128,Entire home/apt,70,30,3,0.02,1,0,210.0
587519,Brooklyn,40.71099,-73.95217,Private room,48,5,1,0.01,1,0,98.0
518566,Manhattan,40.77124,-73.96119,Private room,106,30,16,0.13,2,340,114.0
587698,Brooklyn,40.60402,-73.97038,Private room,113,1,110,0.92,2,365,75.0
457829,Manhattan,40.72899,-73.98975,Entire home/apt,165,10,219,1.67,1,30,156.0
519310,Queens,40.74506,-73.91251,Private room,85,30,262,2.01,2,365,198.0
459066,Manhattan,40.76719,-73.95303,Entire home/apt,150,30,23,0.18,1,0,144.0
460999,Manhattan,40.81431,-73.94788,Entire home/apt,80,30,9,0.08,1,0,154.0
521018,Brooklyn,40.69445,-73.96546,Entire home/apt,160,30,3,0.03,1,0,103.0
590903,Manhattan,40.80682,-73.94814,Private room,79,30,60,0.5,1,343,151.0
463107,Brooklyn,40.66786,-73.93783,Entire home/apt,250,90,20,0.15,1,273,56.0
521522,Brooklyn,40.66587,-73.98518,Private room,164,30,5,0.04,1,0,109.0
523123,Brooklyn,40.6605,-73.98332,Entire home/apt,509,30,30,0.24,1,134,82.0
640899,Brooklyn,40.68228,-73.94645,Private room,110,30,0,0.0,3,0,108.0
591135,Manhattan,40.72428,-73.99579,Private room,185,31,157,1.31,1,365,147.0
525523,Manhattan,40.80728,-73.9388,Private room,69,30,46,0.65,1,109,154.0
591710,Brooklyn,40.69338,-73.99898,Entire home/apt,200,8,9,0.1,1,0,106.0
640901,Brooklyn,40.68053,-73.9479,Private room,150,30,0,0.0,3,0,108.0
640908,Brooklyn,40.68273,-73.94617,Private room,150,30,0,0.0,3,0,108.0
640990,Manhattan,40.7947,-73.93209,Private room,89,30,131,1.03,2,0,146.0
526942,Manhattan,40.77712,-73.94755,Private room,115,14,8,0.06,1,223,144.0
643948,Manhattan,40.87231,-73.9176,Private room,82,5,330,2.6,1,90,120.0
592853,Queens,40.69941,-73.90576,Entire home/apt,75,2,17,0.13,1,0,213.0
593000,Manhattan,40.77287,-73.94667,Entire home/apt,100,30,12,0.09,1,0,125.0
528485,Brooklyn,40.66272,-73.98913,Private room,50,30,11,0.09,1,118,109.0
593292,Manhattan,40.75262,-73.97451,Private room,298,1,490,3.88,2,0,139.0
644833,Manhattan,40.82256,-73.95141,Private room,510,5,129,1.08,3,326,134.0
